SAMD11,1.185
NOC2L,0.836
KLHL17,0.524
PLEKHN1,0.747
PERM1,0.408
HES4,3.351
ISG15,2.568
AGRN,1.089
RNF223,0.457
C1orf159,0.629
TTLL10,0.271
TNFRSF18,1.598
TNFRSF4,0.555
SDF4,4.987
B3GALT6,2.681
C1QTNF12,0.423
UBE2J2,1.018
SCNN1D,0.354
ACAP3,2.302
PUSL1,0.618
INTS11,0.502
CPTP,0.939
TAS1R3,0.542
DVL1,0.707
MXRA8,1.169
AURKAIP1,2.139
CCNL2,1.454
MRPL20,0.994
ANKRD65,0.508
VWA1,1.1
ATAD3C,0.287
ATAD3B,0.15
ATAD3A,0.938
TMEM240,0.653
SSU72,0.612
FNDC10,1.724
MIB2,4.821
MMP23B,2.354
CDK11B,0.624
SLC35E2B,0.399
CDK11A,0.452
SLC35E2,0.514
NADK,0.44
GNB1,1.215
CALML6,0.452
TMEM52,0.227
CFAP74,0.567
GABRD,2.164
PRKCZ,0.34
FAAP20,0.327
SKI,1.44
MORN1,0.326
RER1,0.623
PEX10,0.663
PLCH2,3.885
PANK4,1.625
HES5,1.073
TNFRSF14,0.38
FAM213B,0.647
MMEL1,0.475
TTC34,0.826
PRDM16,3.581
ARHGEF16,0.366
MEGF6,1.481
TPRG1L,1.366
TP73,0.654
WRAP73,0.847
SMIM1,0.468
LRRC47,0.398
CEP104,0.47
DFFB,0.373
C1orf174,0.319
AJAP1,0.308
KCNAB2,2.29
NPHP4,1.4
CHD5,1.219
RNF207,0.636
RPL22,3.487
ICMT,0.905
GPR153,2.23
ACOT7,1.726
HES2,0.923
ESPN,1.352
TNFRSF25,1.537
PLEKHG5,1.146
NOL9,0.738
TAS1R1,0.15
ZBTB48,0.919
PHF13,2.454
KLHL21,1.075
THAP3,0.974
DNAJC11,0.592
CAMTA1,0.31
VAMP3,0.394
PER3,5.278
TNFRSF9,0.176
PARK7,1.679
ERRFI1,1.341
SLC45A1,0.744
RERE,1.017
ENO1,4.222
CA6,0.5
SLC2A5,2.503
GPR157,0.251
H6PD,0.411
SPSB1,1.146
SLC25A33,0.871
TMEM201,1.472
PIK3CD,1.429
CLSTN1,1.538
CTNNBIP1,0.841
LZIC,0.387
NMNAT1,0.273
RBP7,1.797
UBE4B,0.689
KIF1B,0.393
PGD,0.791
CENPS,0.757
CORT,0.422
DFFA,0.297
PEX14,0.711
CASZ1,0.353
C1orf127,0.268
TARDBP,0.961
MASP2,0.729
SRM,0.726
EXOSC10,0.483
ANGPTL7,0.489
MTOR,0.692
UBIAD1,0.922
DISP3,1.188
FBXO44,2.783
FBXO2,0.978
FBXO6,0.68
MAD2L2,1.056
AGTRAP,0.832
C1orf167,0.705
MTHFR,0.654
CLCN6,0.963
NPPA,0.657
NPPB,0.363
KIAA2013,0.567
PLOD1,1.403
MFN2,0.635
MIIP,1.305
TNFRSF8,0.277
TNFRSF1B,3.037
VPS13D,0.83
DHRS3,0.894
AADACL4,0.248
C1orf158,1.158
LRRC38,0.429
PDPN,0.434
PRDM2,0.817
KAZN,1.832
TMEM51,0.305
FHAD1,0.31
EFHD2,1.059
CTRC,1.732
CELA2A,1.786
CELA2B,1.098
CASP9,0.741
DNAJC16,0.493
AGMAT,0.624
DDI2,0.5
PLEKHM2,0.776
SLC25A34,0.635
FBLIM1,1.646
UQCRHL,0.214
SPEN,2.36
ZBTB17,2.432
CLCNKA,0.5
HSPB7,0.363
