SAMD11,0.806
NOC2L,0.953
KLHL17,0.876
PLEKHN1,0.528
PERM1,2.015
HES4,1.275
ISG15,0.898
AGRN,0.979
RNF223,1.337
C1orf159,0.68
TTLL10,0.332
TNFRSF18,0.49
TNFRSF4,0.37
SDF4,3.117
B3GALT6,1.28
C1QTNF12,0.811
UBE2J2,1.029
SCNN1D,0.656
ACAP3,0.953
PUSL1,0.313
INTS11,1.948
CPTP,0.767
TAS1R3,1.185
DVL1,0.868
MXRA8,0.908
AURKAIP1,0.403
CCNL2,2.666
MRPL20,0.52
ANKRD65,0.482
TMEM88B,0.213
VWA1,0.353
ATAD3C,0.398
ATAD3B,0.216
ATAD3A,0.716
TMEM240,0.819
SSU72,0.8
FNDC10,0.738
MIB2,1.045
MMP23B,1.237
CDK11B,0.711
SLC35E2B,0.194
CDK11A,0.57
SLC35E2,0.22
NADK,0.601
GNB1,0.692
CALML6,1.364
TMEM52,0.884
GABRD,0.463
PRKCZ,0.478
FAAP20,0.793
SKI,1.189
MORN1,0.691
RER1,0.746
PEX10,1.099
PLCH2,0.949
PANK4,1.291
HES5,0.433
TNFRSF14,0.925
FAM213B,0.837
MMEL1,0.66
TTC34,0.228
PRDM16,1.613
ARHGEF16,0.703
MEGF6,2.481
TPRG1L,1.673
TP73,1.275
WRAP73,0.475
SMIM1,0.32
LRRC47,0.467
CEP104,0.477
DFFB,0.263
C1orf174,0.464
AJAP1,1.352
KCNAB2,2.192
NPHP4,1.038
CHD5,0.444
RNF207,0.525
RPL22,2.632
ICMT,1.087
GPR153,1.542
ACOT7,2.028
HES2,0.62
ESPN,0.569
TNFRSF25,0.4
PLEKHG5,0.679
NOL9,1.44
TAS1R1,0.191
ZBTB48,0.92
PHF13,1.734
KLHL21,3.03
THAP3,0.56
DNAJC11,0.826
CAMTA1,0.611
VAMP3,0.632
PER3,0.644
UTS2,0.192
TNFRSF9,0.594
PARK7,0.552
ERRFI1,1.604
SLC45A1,0.921
RERE,0.89
ENO1,1.444
SLC2A5,0.635
GPR157,0.551
H6PD,1.447
SPSB1,0.295
SLC25A33,0.692
TMEM201,0.922
PIK3CD,1.998
CLSTN1,1.085
CTNNBIP1,1.051
LZIC,0.35
NMNAT1,1.72
RBP7,1.997
UBE4B,1.497
KIF1B,0.567
PGD,0.623
CENPS,0.496
CORT,0.284
DFFA,0.672
PEX14,1.592
CASZ1,0.979
C1orf127,0.276
TARDBP,0.789
MASP2,0.788
SRM,1.811
EXOSC10,1.212
ANGPTL7,0.709
MTOR,1.47
UBIAD1,0.638
DISP3,0.225
FBXO44,2.375
FBXO2,2.782
FBXO6,0.353
MAD2L2,0.526
AGTRAP,1.034
MTHFR,0.461
CLCN6,1.267
NPPA,0.752
NPPB,0.85
KIAA2013,0.436
PLOD1,4.065
MFN2,1.663
MIIP,0.485
TNFRSF8,1.366
TNFRSF1B,1.294
VPS13D,0.707
DHRS3,0.757
AADACL4,0.48
LRRC38,0.5
PDPN,1.503
PRDM2,0.33
KAZN,1.091
TMEM51,1.564
FHAD1,0.537
EFHD2,1.468
CTRC,0.84
CELA2A,0.916
CELA2B,0.731
CASP9,0.72
DNAJC16,0.536
AGMAT,0.31
DDI2,0.765
PLEKHM2,1.084
SLC25A34,0.42
FBLIM1,0.576
